YEAR	TYPE	SOURCE	CONTEXT
1987	FIC	Mov:Overboard	"won't give you a divorce! LAWYERMr. Proffitt! This isn't 1910! Whether or not a person is willing to give his spouse a divorce,"
1988	FIC	MarkTwainsLetters �	"returned to Stormfield. He died there just a week later, April 21, 1910. Any attempt to designate Mark Twain's place in the world's literary history"
1988	MAG	Time	", only to have most of his property there seized in the years after the 1910 revolution. # By the time Buckley founded the National Review in 1955, he"
1989	MAG	SportsIll	"thoroughbreds. Somewhere, Bull Hancock will be smiling. // Bull was born in 1910, the same year his father founded Claiborne Farm on 1,300 acres of land in"
1989	MAG	Time	"productions that seemed skimpy in the 1,396-seat Geary Theater, an ornately paneled and columned 1910 landmark where A.C.T. has played for more than two decades. Says Edward Hastings"
1980	MAG	Newsweek	to Paris in 1905 to be close to avant-garde circles. She married Robert in 1910. Her early work was influenced by the Fauves; some of her pictures from
1980	MAG	Harpers	"of the foreign-born people of that nationality who were living in the United States in 1910. No federal law regulated immigration until 1875, but even at that time,"
1980	MAG	Harpers	"33691 IF ON A HOT SUMMER (that is, a winter) Sunday in 1910 you had strolled along Copacabana Beach in Rio, you might have found a few"
1980	NF	RealitiesIllusions	"Boulder. The news in Berea told that he was practicing law in Denver in 1910 and doing well. I solved the money problem, at least for a year"
1980	NF	RealitiesIllusions	"made the necessary preparations and arrived in Denver on the afternoon of September 3, 1910. Had I been able to see Dr. Lowman, he would have dissuaded me"
1981	NEWS	Boston	few months later he began teaching at Harvard. He became an assistant professor in 1910 and Story professor of law in 1919. During 1915 and 1916 he was acting
1981	NEWS	NYT	"after 90. "" // Nevertheless, Miss Nesbitt, who has been an actress since 1910, still has a pretty good memory for her lines. She returned to Broadway"
1981	NEWS	NYT	s Sister' s Act in England - you could legally marry her); 1910 (death of Edward VII and accession of George V); 1961 (inauguration
1981	NEWS	Chicago	""" he explained. "" I was Oklahoma City's first TV newsman back in 1910. "" Ile was later a field director for the Edward It. Marrow program"
1981	NF	FormFollowsForm	several agonizing years to find this escape route from the impasse of Russian Cubo-Futurism.10 Between 1910 and 1915 Malevich struggled to make up his mind. Then he resolutely started off
1981	NF	ScienceGoodBad	"the Mendelian view that natural selection operates on variations produced by random mutations. In 1910 Lamarckism was still the "" establishment "" view, but the new Mendelian theory was"
1981	NF	EducationalIdeologies	", The Fundamentals: A Testimony to the Truth, which appeared in the years 1910 to 1912. These pamphlets were a reaction to the spread of modernism. They"
1982	MAG	NewRepublic	"professed concern. Illuminating comparisons abound. Birmingham's iron and steel labor force in 1910 was 75 percent black, which Cell calls "" a South African statistic. """
1982	NEWS	NYT	"who had been brought out of retirement to fight him, on July 4, 1910. The victory led to riots. Johnson became even more dominant in the next"
1982	NEWS	NYT	""" Finzi/Venturis "" as their friends affectionately call them, like it. Built in 1910 by Milton B. Medary, the house is a curious mixture of German Jugendstil,"
1982	NEWS	WallStJrnl	"tumbling down. The diamond business has long been a cartel, scrupulously controlled since 1910 when the founding father of the De Beers/Anglo-American empire, Ernest Oppenheimer, uttered its"
1983	MAG	NatGeog	"their wealth less concentrated. "" The great period of du Pont family influence was 1910 to 1960, "" Delaware historian John A. Munroe told me as we played """
1983	MAG	Nation	by poor Mexicans driven to seek work in the United States because the revolution of 1910 had left their country's economy in shambles. During the agricultural boom of the
1983	MAG	NewYorker	"is. "" RFKIND spent the first nine years of his life, 1901 to 1910, in Meretz, Lithuania, in Imperial Russia -- a vil -- lage of"
1983	MAG	NewYorker	"the family's two elder sons soon followed, and became store clerks. By 1910, Jacob Rifkind had accumulated enough money to al -- low the rest of the"
1983	MAG	NewRepublic	"Fau? bourg-St. Honor?, circa 1983, and not Montmartre, circa 1910. The artist is Yves Saint Laurent, whose clothes are receiving their just deserts"
1983	NEWS	CSMonitor	",'' The Trail of a Sourdough: Life in Alaska'' (1910),'' A Sportswoman in India'' (1900),'"
1983	NF	Home-PsychTheSocial	"the last quarter of the nineteenth century, would not even admit women until around 1910. Miller was puzzled "" at the success with form that some marvelous women interior"
1984	MAG	NewYorker	"Hamilton Fish, of that distin -- guished New York family, Harvard Class of 1910, former member of Con -- congress, said to the air in front of"
1984	MAG	NewYorker	". Pinchot wrote, in his book "" The Fight for Conservation, "" in 1910: Perhaps the most striking characteristic of the American people is their superb practical optimism"
1984	NF	RationalityRelativism	this view is Lucien Levy-Bruhl in his Les Fonctions mentales dans les societes inferieurs of 1910. Levy-Bruhl demarcates primitive thinking from logical or modern thinking and he places these on
1984	NF	ShortHistoryEnglish	"as they are in Tono-Bungay (1909) and The History of Mr Polly (1910), two books which contain autobiographical material. Tono-Bungay' is the name of"
1984	NF	ShortHistoryEnglish	"his other novels, Anna of the Five Towns (1902) and Clayhanger (1910), also Potteries novels, have a comparable authenticity. (The latter,"
1984	NF	ShortHistoryEnglish	"correspondent and an intelligence office His adventure stories are sturdy yarns. Prester John (1910) has i //,. citing in South Africa, Huntingtower (1922)"
1984	NF	ShortHistoryEnglish	"provincial and crudely insensitive, and Italian warmth and impetuosity. In Howards End (1910) the collision is between the solidly efficient but insensitive English family, the Wilcoxes"
1984	NF	AtronomicalScrapbook	", Tunbridge Wells, Kent, who viewed a 16-hour-old Moon on February 10, 1910. In each instance, he communicated with the observer and made a detailed investigation"
1984	NF	AtronomicalScrapbook	", Babylon on a specific date. One answer to this question was given in 1910 by J. K. Fotheringham, an English specialist in the history of astronomy and ancient"
1984	NF	EconomicGamesPeople	"at the very least, the Irani revolution of 1905-1911, the Mexican revolution of 1910, the Chinese revolution of 1911, the Egyptian revolution of 1919, the coming"
1985	MAG	NatGeog	"uniform: The famous Angel statue, erected on the Paseo de la Reforma in 1910, rests on pilings set deep in solid ground. Buildings and streets # |"
1985	MAG	NewYorker	"in December of 1758, as he had predicted. Last time through, in 1910, Halley was three days behind schedule. This couldn't be explained just on"
1985	NF	EducationalWastelands	", indeed, has been emphatically repudiated by most present-day educationists. "" Until about 1910, "" says a recent textbook, with obvious condescension to the backward past,"
1985	NF	SenseSight	to arrive at this extraordinary transformation. In most of their pictures from 1907 to 1910 there are still compromises with Renaissance space. The effect of this is to deform
1985	NF	SenseSight	"unknowns so that their tendencies and interdependence can be assessed.16 The best Cubist works of 1910, 191 I and 1912 were sustained and precise models for the method of searching"
1985	NF	SenseSight	. One can not explain the exact dates of the maximum Cubist achievement. Why 1910 to 1912 rather than 1905 to 1907? Nor is it possible to explain exactly
1985	NF	BritainInTransition	"Labor contested 361 constituencies, in comparison with a previous high of 78 (January 1910). "" Labour's Call to the People "" announced a "" comprehensive and"
1985	NF	BritainInTransition	"immediately after the war seems to have been almost inevitable. The Parliament elected in 1910 was, by 1918, no longer in any sense representative. Since then the"
1985	NF	BritainInTransition	"father had been private secretary to Queen Victoria), a Liberal M.P. from 1910 to 1918 who returned to the House in 1922 as a Laborite; William Temple"
1985	NF	RegionsWorldToday	"Suez | Canal for trade with southern Asia. South Africa was granted independence in 1910. In addition to the Black Bantu Africans and Europeans, the Cape Coloureds and"
1985	NF	EleganceAGuide	"gaiters, evening footwear has remained the same as it was in, say, 1910. Some men of course will press into service any dark pair of business shoes"
1985	NF	EleganceAGuide	"known as "" artificial silk "" and was first produced in the United States in 1910 by the American Viscose Company. Its considerable success led to the hope of creating"
1986	MAG	NewRepublic	"and the annexation of the Philippines. He was, as Walter Lippmann said in 1910, the most tolerant man of his generation. And although he was often foolishly"
1986	NF	ComparitiveDemocracy	"brought wealth, but it also accelerated the disintegration of traditional rural society. In 1910, roughly 40 percent of those engaged in farming were freehold farmers; another 20"
1986	NF	AgriculturalScientific	"a threat to "" soil fertility "" | (Smith, 1981:296). A 1910 Missouri publication on soil management contained a passing note that "" A feature which should"
1986	NF	AgriculturalScientific	"the Ozarks is the prevention of washing on these rolling hills "" (Miller, 1910). However, even this comment only pertained to winter cover crops, and"
1986	NF	AgriculturalScientific	""" Bulletin No. 88. Columbia: University of Missouri Agricultural Experiment Station, July 1910. Office of Technology Assessment. Technology, Public Policy, and the Changing Structure"
1987	MAG	Harpers	"34241 My mother's name was Edna Akin, and she was born in 1910, in the far northwest corner of the state of Arkansas? Benton County?"
1987	MAG	Harpers	"Just a rural place. That is near the Oklahoma line there, and in 1910 it was a rough country, with a frontier feel. It had only been"
