YEAR	TYPE	SOURCE	CONTEXT
1983	NEWS	Boston	"do better than anyone else alive. The Four Last Songs, first performed in 1950, were perhaps the last work to enter the international standard repertory immediately; astonishingly"
1983	NEWS	Boston	the court: - Refused to review former State Department official Alger Hiss' s 1950 perjury conviction for telling a grand jury he was not a Soviet spy. -
1984	MAG	Harpers	"moved the family to Kansas City in 1944 and then to New York City in 1950. He raised enough money to put his son through the private Rhodes School,"
1984	MAG	Nation	"running the show while Ver is on indefinite leave, Gen. Fidel Ramos, a 1950 graduate of West Point, is said to be forthright and honest -- the antithesis"
1984	MAG	NewYorker	"$667,087. Or, to show this figure as a percentage of the June, 1950, figure, the fund had grown in twenty years by just under fifty-eight per"
1984	MAG	SatEvePost	"of 1935, Here's My Heart of 1946, To A Wild Rose of 1950, Cha -- risma of 1968, Clint of 1976 and Louis Feraud's Fantasque"
1984	NEWS	WallStJrnl	"offset expected earnings declines from our uranium business in the late 1980s. "" From 1950 to 1980, Homestake confined its energy activities to uranium mining. But its uranium"
1985	MAG	Time	"argue, the world as a whole could regain the vigor that it showed from 1950 to 1973, an era the report describes as "" the most dynamic single generation"
1985	MAG	Time	"336954 DIED. Harold Peary, 76, radio actor who starred from 1937 to 1950 as "" The Great Gildersleeve, "" the pompous windbag with a heart of gold"
1985	MAG	Time	"signs of a mini-revival of family life. The divorce rate, which doubled from 1950 to 1982, has leveled off, though it still hits 1 of every 2"
1985	MAG	GoodHouse	to start their family. The Forsythes had two daughters? Page was born in 1950 and Brooke in 1954? and Julie never returned to performing. Asked if she
1985	MAG	Harpers	"of Criminology, by Sutherland and D. R. Cressey (Sutherland, who died in 1950, published the first edition in 1924; the tenth edition was published in 1978"
1985	MAG	Nation	"United States over revelations that the C.I.A. had secretly funded the two stations since 1950. Senator William Fulbright, then head of the Senate Foreign Relations Committee, led"
1985	MAG	SatEvePost	"classmate from medical school recalls a day near the end of Bob's life in 1950. "" One of the outstanding incidents of my life is the Sunday we spent"
1985	MAG	NewRepublic	"in 1951, and compared French justice less than favorably with American in Commentary in 1950? were not completely absent even in his own writing. Consider the guarded optimism"
1985	MAG	NewRepublic	"attempted to press this idea upon the' Tokyo government during his visit of June 1950, Prime Minister Yoshida neatly retorted that both Japanese public opinion and the "" peace"
1985	MAG	NewRepublic	"the economies of European countries were in ruins and so was Japan's. By 1950 Britain's share of world markets was falling again, but it was not until"
1985	NEWS	CSMonitor	than that within nations. That inequality between nations seems likely to have increased between 1950 and 1980. // // * The communist countries have a third of the world'
1985	NEWS	CSMonitor	half of world output.) That GDP share used to be 72 percent in 1950 but has been slipping with the more rapid growth of the middle-income and communist countries.
1986	MAG	Nation	""" from the Korean War. With no parallel to the North Korean attack of 1950, the character of the Vietnam War was obscured. A cogent point except that"
1986	MAG	Nation	"of hand in citing "" political limits "" ignores the domestic consequences of rollback in 1950, implicitly suggesting that it could have worked in Vietnam. The ultimate failure of"
1986	MAG	Nation	"the League of Rural Voters, 30 percent of American farmers left the land between 1950 and 1960, with 26 percent more leaving between 1960 and 1970. But it"
1986	MAG	Nation	"of Rural Voters, 30 percent of American farmers left the land be -- tween 1950 and 1960, with 26 percent more leaving between 1960 and 1970. But it"
1986	NEWS	Chicago	". Its population rose from 7, 389 in 1940 to 11, 638 in 1950. Wheaton' s population had its biggest jump during the 1950s. By 1960"
1987	MAG	Time	"of the military forces. Each branch of the service had its own system until 1950, when the Uniform Code of Military Justice was adopted in response to complaints about"
1987	MAG	Time	"Much against the odds of "" internationalist "" pieties, German artists in Berlin between 1950 and 1980 helped turn the geographical categories of art around, forcing the art world"
1987	MAG	Time	"campaign had claimed that the candidate did graduate study at the University of London in 1950; in fact, he took a single summer course. Several weeks ago Robertson"
1987	MAG	Time	"to residential use by one of the four racial groups and, when passed in 1950, was hailed by Prime Minister Daniel F. Malan as the "" essence of apartheid"
1987	MAG	Nation	"large American corporations have backgrounds in law or finance, compared with 13 percent in 1950. Only can University and author of The Money Mandarins: The Making of a"
1987	MAG	Nation	"President in 1968, U.S. gold stocks were about half what they had been in 1950 and were approaching the important psy -- chological barrier of $10 billion. That barrier"
1987	MAG	Nation	"rocket industry. The U.S. Army settled hundreds of German scientists and engineers there in 1950, after smuggling them out of Europe following World War II. This team built"
1987	MAG	Nation	"created Huntsville, turning it from a sleepy cotton mill town of about 16,000 in 1950 into a sprawling city with nearly 160,000 inhabitants today. The Army's rocket team"
1987	NEWS	Chicago	"He managed the St. Louis Browns from 1941 to 1946 and the Cincinnati Reds from 1950 to 1952, leading the Browns to their only American League pennant, in 1944"
1987	NEWS	CSMonitor	"National Assembly. // August 1948 - Republic of Korea formally established in South. // August 1950 - After losses in Assembly election, Rhee declares martial law and alters Constitution to"
1987	NEWS	WallStJrnl	"to 2190, Sony was up 50 to 3930 and NEC was up 50 to 1950. In London, the 100-share index rose 14. 1 points to 2371, its"
1988	MAG	Harpers	"twenty-four peer reviewers of the EPA dioxin report discussed in his speech. Beginning in 1950, new forms of environmental pollution appeared and rapidly intensified: smog, acid rain"
1988	MAG	Harpers	"of mass myopia ("" Does Television Cause Eyestrain? "" House Beautiful, August 1950), virtually the entire discussion of television's influence took place in an atmosphere"
1988	MAG	Harpers	"They "" expedited flight from unbearable reality, "" Leo Lowenthal pointed out in a 1950 issue of the American Journal of Sociology. "" Whenever revolutionary tendencies show a timid"
1988	MAG	Harpers	"secretary of state Dean Acheson, which some scholars think opened the way for the 1950 North Korean attack. There are compelling arguments, La Rocque believes, for withdrawing"
1988	MAG	Harpers	"There were casualties and then more casualties, and finally, in the spring of 1950, the whole large-scale operation was cancelled. It was the first major covert operation"
1988	MAG	NewRepublic	"conduct of affairs when, as he told a reunion of veterans of Alamein in 1950, "" destiny compels us after all our victories, to face new, strange"
1988	MAG	NewRepublic	"attend. It is characteristic of Churchill to find him on vacation in Marrakech in 1950 reading The God That Failed, the essays by six former communist intellectuals that Cross-man"
1988	MAG	NewRepublic	""" appeasement "" as a shibboleth to oppose any accommoda tion with Russia. In 1950, in opposition, he welcomed Attlee's assurance that there would be no appeasement"
1989	MAG	Nation	". With the passage of the 1890 act and the 1914 Clayton Act (and 1950 amendments), law enforcement and judicial interpretation shifted to the Federal government. By"
1989	NEWS	Chicago	"personal shopper-and you don' t even have to be Somebody Important. Infomart, 1950 Stemmons Freeway; 214-746-3500. When you' re barbecued-out Dallas may be best known"
1980	NEWS	Chicago	"by bringing in the U.S. as a large-scale provider of development ald. But after 1950, Afghan relations with the Soviet Union became gradually more cordial and competition emerged between"
1980	NEWS	Chicago	"out of business; the company sealed all access doors in 1959. During the 1950 Democratic National Convention here, former Cook County Sheriff Joseph Woods considered putting all rioters"
1980	NEWS	Chicago	". She joined North Federal Savings and Loan Association in Chicago as a teller in 1950. In 1968, she became its president, a title she holds today."
1980	NEWS	Chicago	"forced her to find a job elsewhere. WHEN SHE CAME to North Federal in 1950, there were only eight employes. Today the People institution has 42 employes,"
1980	NEWS	Chicago	"n't ask me to go down in the cellar again. Chicago, January, 1950: Coal peddlers and their wagons prepare to load up at a coal yard on"
1981	NEWS	NYT	"the early 1800' s, and again from late in that century until about 1950 as a key railroad terminal, with cattle yards and train-repair and machine shops,"
1981	NEWS	NYT	"distant cities of the world. This stems from a visit to Caracas in the 1950' s, and coincides with my first published opinion in this paper - a"
1981	NEWS	NYT	"on nearly 30 different recordings since the artist first signed with the company in the 1950' s for a reported annual fee of $300, 000. // Mr. Davis explains"
